Description,Latitude,Location,Longitude,Price,Title,Url,Information
Men's size 9 Shoes look good and in good condition and will last a while. Look great. Kid's feet grew too fast. $20,35.329979762947005,"Hendersonville, NC",-82.509567414985,15.0,"Nike Training Low Top, Men’s Size 9",https://us.letgo.com/en/i/Nike-Training-Low-Top-Men-s-Size-9_82a5caf8-4c62-41f8-8f45-ddd7514f50ed,"Nike Training Low Top, Men’s Size 9. $15.0. Men's size 9 Shoes look good and in good condition and will last a while. Look great. Kid's feet grew too fast. $20"
Great condition.,35.330073000741,"Hendersonville, NC",-82.509791462992,15.0,"Nike Zoom Wihtout A Doubt Basketball Shoes, Men’s Size 10",https://us.letgo.com/en/i/Nike-Zoom-Wihtout-A-Doubt-Basketball-Shoes-Men-s-Size-10_7bfe6d1d-c816-421c-b01c-e8788789b827,"Nike Zoom Wihtout A Doubt Basketball Shoes, Men’s Size 10. $15.0. Great condition."
"All new, never used. 1 black, 6 blue, 2 white, 3 green, 1 orange, 4 pink, 2 silver, 2 gold, 2 red, 5 yellow. polish still thin. Sells $2.50 each new.",35.5950581,"Asheville, NC",-82.5514869,25.0,28 Nail Art Bottles (New),https://us.letgo.com/en/i/28-Nail-Art-Bottles-New-_bf941cc2-f181-420c-bcdc-cfa59c57bd50,"28 Nail Art Bottles (New). $25.0. All new, never used. 1 black, 6 blue, 2 white, 3 green, 1 orange, 4 pink, 2 silver, 2 gold, 2 red, 5 yellow. polish still thin. Sells $2.50 each new."
"Beautiful Williamsburg Comforter set by Waverly . Reversible comforter, shams and 2 balances 60 in long each. $35 or best offer",35.325859488591,"Hendersonville, NC",-82.421412299891,35.0,"white, red, and green floral comforter set",https://us.letgo.com/en/i/white-red-and-green-floral-comforter-set_0e311b9e-0397-444c-9da8-a5c5526f466f,"white, red, and green floral comforter set. $35.0. Beautiful Williamsburg Comforter set by Waverly . Reversible comforter, shams and 2 balances 60 in long each. $35 or best offer"
$20 for everything Or $10 for inception(blu-ray/steel case) and interstellar (blu-ray/dvd/digital) $10 for the initial d set $5 for the Harold and Kumar and Mrs.Doubtfire movies together.,35.4369228,"Fletcher, NC",-82.49743649999998,10.0,Blu-ray/DVD movies for sale,https://us.letgo.com/en/i/Blu-ray-DVD-movies-for-sale_0a55a30d-3218-4f27-bc1f-ee6cd251fcdd,Blu-ray/DVD movies for sale. $10.0. $20 for everything Or $10 for inception(blu-ray/steel case) and interstellar (blu-ray/dvd/digital) $10 for the initial d set $5 for the Harold and Kumar and Mrs.Doubtfire movies together.
New in box drone tank Controls with your iPhone or Apple tablet. Has live feed camera and microphone.,35.4369228,"Fletcher, NC",-82.49743649999998,30.0,Brownstone drone tank,https://us.letgo.com/en/i/Brownstone-drone-tank_fd57acb3-b178-4880-b25a-49867430c5f7,Brownstone drone tank. $30.0. New in box drone tank Controls with your iPhone or Apple tablet. Has live feed camera and microphone.
Real stingray. Design on back of ray very unique. Bought as backup but current one still great shape so dont need. Never used.,35.5950581,"Asheville, NC",-82.5514869,25.0,New Ladies stingray billfold,https://us.letgo.com/en/i/New-Ladies-stingray-billfold_de24cfda-226a-4cd6-a80d-2f1b1f786f54,New Ladies stingray billfold. $25.0. Real stingray. Design on back of ray very unique. Bought as backup but current one still great shape so dont need. Never used.
Barn tin,35.8427063,"Burnsville, NC",-82.14954559999998,6.0,Tin 6/10/12 feet good condition,https://us.letgo.com/en/i/Tin-6-10-12-feet-good-condition_c09a99ab-94e7-43c2-8380-3f14606ab128,Tin 6/10/12 feet good condition. $6.0. Barn tin
"Spiderman, Iron man and both anime figures are sealed in box (new). Each are $10. Adult size M mass effect hoodie is $15. Everything for $45",35.4369228,"Fletcher, NC",-82.49743649999998,45.0,Various collectibles,https://us.letgo.com/en/i/Various-collectibles_1d10ab8c-08de-48e8-8cb0-2823eebe594b,"Various collectibles. $45.0. Spiderman, Iron man and both anime figures are sealed in box (new). Each are $10. Adult size M mass effect hoodie is $15. Everything for $45"
"Lion is maybe plaster of paris. not sure. 13"" high. Glass Table 12"" diameter.no imperfections.",35.5950581,"Asheville, NC",-82.5514869,20.0,round glass table with lion figurine base frame,https://us.letgo.com/en/i/round-glass-table-with-lion-figurine-base-frame_adca86b0-6e08-4679-9be9-802b0b4a8ff4,"round glass table with lion figurine base frame. $20.0. Lion is maybe plaster of paris. not sure. 13"" high. Glass Table 12"" diameter.no imperfections."
New without box,35.381315,"Hendersonville, NC",-82.468089,10.0,Essential Home Toaster Oven,https://us.letgo.com/en/i/Essential-Home-Toaster-Oven-_8735a0f5-88a6-414d-9fa9-b782aa9e793c,Essential Home Toaster Oven. $10.0. New without box
"perfect condition, unlocked iphone. can put any sim card into it, 16 GB",35.577501740163,"Asheville, NC",-82.640957103608,100.0,iphone 5s Perfect Condition,https://us.letgo.com/en/i/iphone-5s-Perfect-Condition_55687bc3-c8b4-41f8-ba36-3154a9ff3490,"iphone 5s Perfect Condition. $100.0. perfect condition, unlocked iphone. can put any sim card into it, 16 GB"
Coat and hat rack,35.3670675,"Mills River, NC",-82.5593083,200.0,Deer antler on cedar hat and coat rack,https://us.letgo.com/en/i/Deer-antler-on-cedar-hat-and-coat-rack_cf03489a-da2c-4c10-b11a-eb8d9b88e4fb,Deer antler on cedar hat and coat rack. $200.0. Coat and hat rack
I have had this box several years.got it off ebay and never have used it.i do remember it came from circle track race team.not sure who.....80obo,35.5004465,"Waynesville, NC",-82.9851735,80.0,Gm msd 6A box,https://us.letgo.com/en/i/Gm-msd-6A-box_52fc5444-37a1-4d7f-8e4d-452b3414aab0,Gm msd 6A box. $80.0. I have had this box several years.got it off ebay and never have used it.i do remember it came from circle track race team.not sure who.....80obo
Other furniture available,35.5871114,"Old Fort, NC",-82.1728176,35.0,Wood desk,https://us.letgo.com/en/i/Wood-desk_12b89e50-ab3a-488f-8835-527fe8180ed0,Wood desk. $35.0. Other furniture available
Other furniture available,35.5871114,"Old Fort, NC",-82.1728176,35.0,3x3 shelf,https://us.letgo.com/en/i/3x3-shelf_18c2b116-f881-4a78-963a-89056011a673,3x3 shelf. $35.0. Other furniture available
Other wood furniture available,35.5871114,"Old Fort, NC",-82.1728176,35.0,3 foot tall. 3 drawer,https://us.letgo.com/en/i/3-foot-tall-3-drawer_bf7aad0d-0fa5-4568-ab87-bee89d69c03e,3 foot tall. 3 drawer. $35.0. Other wood furniture available
"These are for I Phone 6. They are brand new, some have never been opened. The other ones are in good condition. Asking 10 a piece. Specify which one u would like",35.498273625459,"Waynesville, NC",-82.99910426098,10.0,I Phone 6 Cases,https://us.letgo.com/en/i/I-Phone-6-Cases_4a4399e8-aeb8-4647-9a4a-c0ff1979ebc3,"I Phone 6 Cases. $10.0. These are for I Phone 6. They are brand new, some have never been opened. The other ones are in good condition. Asking 10 a piece. Specify which one u would like"
"These are cases that fit Galaxy 4 & 5. They are brand new, one is used but it is in good condition. It is a outer box case. Asking 10 a piece. Specify which one u would like",35.498273625459,"Waynesville, NC",-82.99910426098,10.0,Galaxy 4 & 5 phone Cases,https://us.letgo.com/en/i/Galaxy-4-5-phone-Cases_c1bd04a2-104d-450a-a91a-ab12e8574199,"Galaxy 4 & 5 phone Cases. $10.0. These are cases that fit Galaxy 4 & 5. They are brand new, one is used but it is in good condition. It is a outer box case. Asking 10 a piece. Specify which one u would like"
"This is brand new, never opened. It is a latch hook kit. It is a little dusty has been packed up. It retails at Micheals for 20.",35.498417512294004,"Waynesville, NC",-82.998952205185,10.0,Dog Latch Hook kit,https://us.letgo.com/en/i/Dog-Latch-Hook-kit_cea10383-7787-4c58-8919-a5d66949e61e,"Dog Latch Hook kit. $10.0. This is brand new, never opened. It is a latch hook kit. It is a little dusty has been packed up. It retails at Micheals for 20."
Like new,35.4134223,"Hendersonville, NC",-82.5032424,55.0,Motor cycle stand that will bolt to a trailer,https://us.letgo.com/en/i/Motor-cycle-stand-that-will-bolt-to-a-trailer-_b8650b99-b242-4dd7-b4c7-72b67f5e4c80,Motor cycle stand that will bolt to a trailer. $55.0. Like new
Wore once. Looks like new. Size 3/4. Fits like a 5/6. Color: rose(looks pink). It is a two piece dress. It has a built in bra. The bottom is puffy because of the tulle. Bought in October 2017.,35.363026500041,"Hendersonville, NC",-82.334727317569,100.0,women's pink lace long-sleeved top and pink skirt,https://us.letgo.com/en/i/women-s-pink-lace-long-sleeved-top-and-pink-skirt_2efea125-cae9-4a6a-ae0b-0b0f29eed606,women's pink lace long-sleeved top and pink skirt. $100.0. Wore once. Looks like new. Size 3/4. Fits like a 5/6. Color: rose(looks pink). It is a two piece dress. It has a built in bra. The bottom is puffy because of the tulle. Bought in October 2017.
Used but works well,35.734525700000006,"Weaverville, NC",-82.570176,50.0,Orion 280 gx 160 watts RMS,https://us.letgo.com/en/i/Orion-280-gx-160-watts-RMS_7d1d1dc7-77c5-4fe8-a752-4e5cc8d288a3,Orion 280 gx 160 watts RMS. $50.0. Used but works well
Never used brand new,35.734525700000006,"Weaverville, NC",-82.570176,5.0,Slip on shampoo sprayer,https://us.letgo.com/en/i/Slip-on-shampoo-sprayer_018251fe-5a59-45e0-8b2d-950c303ad081,Slip on shampoo sprayer. $5.0. Never used brand new
10w3v3 used but only for a couple weeks works great,35.734525700000006,"Weaverville, NC",-82.570176,75.0,10 inch subwoofer JL audio,https://us.letgo.com/en/i/10-inch-subwoofer-JL-audio-_5f80f1f3-5cdb-42d5-a542-eff459e8b38e,10 inch subwoofer JL audio. $75.0. 10w3v3 used but only for a couple weeks works great
Brand new never used,35.734525700000006,"Weaverville, NC",-82.570176,8.0,Zte xl case,https://us.letgo.com/en/i/Zte-xl-case_96395479-02d6-4bbf-9ccd-57e4f8146d3f,Zte xl case. $8.0. Brand new never used
Brand new case,35.734525700000006,"Weaverville, NC",-82.570176,8.0,Zte max xl case,https://us.letgo.com/en/i/Zte-max-xl-case_f3b914ce-d28b-4ebf-8055-13ed81e1bddf,Zte max xl case. $8.0. Brand new case
Blue metallic,35.637903,"Waynesville, NC",-83.0196349,435.0,Samsung S7 Edge,https://us.letgo.com/en/i/Samsung-S7-Edge_6591a3f1-6ff7-48c8-819c-cd28ba79d83e,Samsung S7 Edge. $435.0. Blue metallic
Making custom Philadelphia Eagles Super Bowl signs made from pallet wood. Still have to finish painting snf making the other sign. I will post pics when im finished with these and will make an Astros World Series sign and a UNC sign next. Message me if you have a special request as well.,35.511467,"Candler, NC",-82.72225999999998,20.0,Eagles Super Bowl Pallet Wood Sign,https://us.letgo.com/en/i/Eagles-Super-Bowl-Pallet-Wood-Sign_f20cb31e-b6d5-402f-b1b8-58699ccfc30e,Eagles Super Bowl Pallet Wood Sign. $20.0. Making custom Philadelphia Eagles Super Bowl signs made from pallet wood. Still have to finish painting snf making the other sign. I will post pics when im finished with these and will make an Astros World Series sign and a UNC sign next. Message me if you have a special request as well.
Printer for tour phone it has been used and doesnt come woth anything but the printer,35.734525700000006,"Weaverville, NC",-82.570176,15.0,Kodac easy share,https://us.letgo.com/en/i/Kodac-easy-share_3aa7444f-18b7-42cb-ab5b-1b67c2ee1096,Kodac easy share. $15.0. Printer for tour phone it has been used and doesnt come woth anything but the printer
"Laptop case. Leather strap, magnetic clips to button, paid $65 new.",35.509078661086,"Weaverville, NC",-82.519256817515,25.0,None,https://us.letgo.com/en/i/Kodac-easy-share_3aa7444f-18b7-42cb-ab5b-1b67c2ee1096,"None. $25.0. Laptop case. Leather strap, magnetic clips to button, paid $65 new."
Hi-Tec waterproof boots. Great for hiking. Size 10.,35.621896940948,"Asheville, NC",-82.598802586644,25.0,Hi-Tec waterproof boots,https://us.letgo.com/en/i/Hi-Tec-waterproof-boots_01786c02-306c-4f62-bb28-4733285a0126,Hi-Tec waterproof boots. $25.0. Hi-Tec waterproof boots. Great for hiking. Size 10.
Black Nike Air Force Ones with gum soles. Size 11.5,35.621919815576,"Asheville, NC",-82.59884629217598,30.0,Nike Air Force ones,https://us.letgo.com/en/i/Nike-Air-Force-ones_d6e865f3-0d28-4f30-ae3b-5bc45be53bf2,Nike Air Force ones. $30.0. Black Nike Air Force Ones with gum soles. Size 11.5
"Columbia's Bahama II short-sleeved shirt is a fisherman's dream. The back mesh-lined cape vents and quick-dry fabrication with built-in Omni-Shade UPF 30 sun protection keep you cool and dry, while the rod and tool holder and multiple pockets provide functional storage Never worn",35.5350489,"Canton, NC",-82.83555809999999,15.0,Columbia Sportswear Shirt,https://us.letgo.com/en/i/Columbia-Sportswear-Shirt-_c6020234-6666-4d66-a0c3-bbd559794485,"Columbia Sportswear Shirt. $15.0. Columbia's Bahama II short-sleeved shirt is a fisherman's dream. The back mesh-lined cape vents and quick-dry fabrication with built-in Omni-Shade UPF 30 sun protection keep you cool and dry, while the rod and tool holder and multiple pockets provide functional storage Never worn"
Old works great .,35.749235,"Alexander, NC",-82.625127,80.0,Cuckoo clock black forest handcrafted,https://us.letgo.com/en/i/Cuckoo-clock-black-forest-handcrafted_e96fbb67-dca2-47cc-8ae3-c7fd39213ad2,Cuckoo clock black forest handcrafted. $80.0. Old works great .
"36"" h x 48"" w glass table with bar stools. Chairs have cat claw marks / small pin holes. Seat covers included.",35.5372932,"Clyde, NC",-82.9109729,50.0,Dinning room table and chairs.,https://us.letgo.com/en/i/Dinning-room-table-and-chairs-_6b2b2c15-595a-4209-a5fc-b31839584437,"Dinning room table and chairs.. $50.0. 36"" h x 48"" w glass table with bar stools. Chairs have cat claw marks / small pin holes. Seat covers included."
Disney cookie jar similar one on ebay for 135 dollars ...,35.462063,"Arden, NC",-82.5135204,30.0,Disney Mickey Mouse cookie jar,https://us.letgo.com/en/i/Disney-Mickey-Mouse-cookie-jar_3e690396-9efe-431b-9bb6-3ad8611d0ebe,Disney Mickey Mouse cookie jar. $30.0. Disney cookie jar similar one on ebay for 135 dollars ...
Carolina Panthers Jacket Extra Large Hood with strings and front pocket.,35.53488820000001,"Canton, NC",-82.83698199999998,25.0,Carolina Panthers Jacket,https://us.letgo.com/en/i/Carolina-Panthers-Jacket_e5d1daa7-b5b6-42c8-af8f-f2ae9033e64c,Carolina Panthers Jacket. $25.0. Carolina Panthers Jacket Extra Large Hood with strings and front pocket.
"Cute Shabby Chic End Table, I do have two of these if interested. Same color; matching set or will sell just the one.",35.5477429,"Candler, NC",-82.735851,20.0,stanley real wooden 2-drawer nightstand,https://us.letgo.com/en/i/stanley-real-wooden-2-drawer-nightstand_a190637d-d3b4-4569-8b5a-33a92a6c1af9,"stanley real wooden 2-drawer nightstand. $20.0. Cute Shabby Chic End Table, I do have two of these if interested. Same color; matching set or will sell just the one."
Excellant condition. Just no longer need it in my guest room.,35.557438,"Asheville, NC",-82.471412,125.0,"40"" Samsung Flat Screen",https://us.letgo.com/en/i/40-Samsung-Flat-Screen_c2815694-079a-4b76-ac3e-12369e2e6071,"40"" Samsung Flat Screen. $125.0. Excellant condition. Just no longer need it in my guest room."
"1890s-1900 wooden G u n p o w d e r Tea Crate, great condition, labels on all four sides.",35.4930115,"Waynesville, NC",-82.9802317,65.0,Antique Chinese Tea Crate,https://us.letgo.com/en/i/Antique-Chinese-Tea-Crate_de34b07d-150b-4cf8-bd78-6383f86c17b5,"Antique Chinese Tea Crate. $65.0. 1890s-1900 wooden G u n p o w d e r Tea Crate, great condition, labels on all four sides."
"Champagne color prom dress only worn once. Has been altered a little on the length, paid 800 asking 250",35.682585175169,"Leicester, NC",-82.671360300795,400.0,Size 11 prom dress,https://us.letgo.com/en/i/Size-11-prom-dress-_8fb52514-02f5-40aa-b3b0-de7303ed4c0c,"Size 11 prom dress. $400.0. Champagne color prom dress only worn once. Has been altered a little on the length, paid 800 asking 250"
"Old and New Testament. CD's 7,8,9,10 from Old Testament are missing.",35.351863,"Hendersonville, NC",-82.442779,0.0,Set of NKJV Bibles on CD.,https://us.letgo.com/en/i/Set-of-NKJV-Bibles-on-CD-_6c0ffe08-7f0d-4210-9ea1-7e8602a61873,"Set of NKJV Bibles on CD.. $0.0. Old and New Testament. CD's 7,8,9,10 from Old Testament are missing."
Adidas Tubular 9.5 Brand New,35.539975691249,"Candler, NC",-82.662040263662,0.0,Adidas Tubular 9.5 Brand New,https://us.letgo.com/en/i/Adidas-Tubular-9-5-Brand-New_c89b3879-2fb4-4bbd-92fb-fa589ce43ff5,Adidas Tubular 9.5 Brand New. $0.0. Adidas Tubular 9.5 Brand New
The two fishes pendant is handcarved in bone. This small dangle below is handcrafted Stone set in sterling silver the necklace is comprised of Agate rounds Jade QB's hematite and faceted ovals of svorski crystal. designer is Anne Tutt.,35.5755989,"Asheville, NC",-82.515045,45.0,Classy vintage necklace for your valentine!,https://us.letgo.com/en/i/Classy-vintage-necklace-for-your-valentine-_c1e1c549-dafe-4888-8968-fd228eae8904,Classy vintage necklace for your valentine!. $45.0. The two fishes pendant is handcarved in bone. This small dangle below is handcrafted Stone set in sterling silver the necklace is comprised of Agate rounds Jade QB's hematite and faceted ovals of svorski crystal. designer is Anne Tutt.
